Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B (Counter Removed for Roadworks) Cyclist,North Strand Rd S/B (Counter Removed for Roadworks) Cyclist,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
01/02/2024 12:00,,,,48,23,25,58,26,32,,,,0,0,0,12,12,0,9,9,0,103,35,68,0,,80,0,80,43,0,43
01/02/2024 13:00,,,,40,19,21,44,14,30,,,,0,0,0,10,10,0,18,18,0,126,61,65,0,,109,1,108,55,2,53
01/02/2024 14:00,,,,34,15,19,49,21,28,,,,0,0,0,18,18,0,11,11,0,91,37,54,0,,65,0,65,67,0,67
01/02/2024 15:00,,,,31,13,18,50,17,33,,,,0,0,0,48,48,0,16,16,0,126,73,53,0,,67,0,67,62,0,62
01/02/2024 16:00,,,,50,18,32,70,14,56,,,,0,0,0,32,32,0,19,19,0,248,168,80,0,,94,0,94,110,0,110
01/02/2024 17:00,,,,72,13,59,131,24,107,,,,0,0,0,32,32,0,25,25,0,404,291,113,0,,110,1,109,210,0,210
01/02/2024 18:00,,,,80,25,55,103,27,76,,,,0,0,0,29,29,0,13,13,0,328,215,113,0,,99,0,99,178,0,178
01/02/2024 19:00,,,,30,12,18,55,19,36,,,,0,0,0,19,19,0,13,13,0,177,121,56,0,,103,1,102,93,0,93
01/02/2024 20:00,,,,22,8,14,25,4,21,,,,0,0,0,9,9,0,4,4,0,137,81,56,0,,90,1,89,57,0,57
01/02/2024 21:00,,,,14,6,8,22,6,16,,,,0,0,0,7,7,0,0,0,0,85,62,23,0,,49,0,49,56,1,55
01/02/2024 22:00,,,,8,2,6,15,2,13,,,,0,0,0,9,9,0,1,1,0,65,40,25,0,,33,1,32,46,0,46
01/02/2024 23:00,,,,3,1,2,5,0,5,,,,0,0,0,0,0,0,0,0,0,35,29,6,0,,27,0,27,24,0,24
02/02/2024 00:00,,,,1,1,0,3,2,1,,,,0,0,0,3,3,0,0,0,0,18,15,3,0,,9,0,9,20,0,20
02/02/2024 01:00,,,,1,0,1,1,0,1,,,,0,0,0,1,1,0,0,0,0,7,5,2,0,,0,0,0,0,0,0
02/02/2024 02:00,,,,1,0,1,1,0,1,,,,0,0,0,0,0,0,0,0,0,11,9,2,0,,2,0,2,7,0,7
02/02/2024 03:00,,,,2,2,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,10,10,0,0,,1,0,1,3,0,3
02/02/2024 04:00,,,,0,0,0,2,1,1,,,,0,0,0,0,0,0,0,0,0,4,1,3,0,,1,0,1,2,0,2
02/02/2024 05:00,,,,3,2,1,3,2,1,,,,0,0,0,1,1,0,0,0,0,36,4,32,0,,11,0,11,1,0,1
02/02/2024 06:00,,,,13,10,3,19,16,3,,,,0,0,0,8,8,0,2,2,0,84,21,63,0,,20,0,20,10,0,10
02/02/2024 07:00,,,,26,21,5,38,25,13,,,,0,0,0,8,8,0,20,20,0,175,41,134,0,,51,1,50,30,0,30
02/02/2024 08:00,,,,47,34,13,62,45,17,,,,0,0,0,39,39,0,81,81,0,364,72,292,0,,136,0,136,39,0,39
02/02/2024 09:00,,,,28,16,12,46,28,18,,,,0,0,0,11,11,0,15,15,0,173,38,135,0,,105,0,105,31,0,31
02/02/2024 10:00,,,,24,13,11,32,12,20,,,,0,0,0,13,13,0,12,12,0,77,24,53,0,,60,1,59,22,0,22
02/02/2024 11:00,,,,26,11,15,37,14,23,,,,0,0,0,11,11,0,7,7,0,77,25,52,0,,54,1,53,22,0,22
02/02/2024 12:00,,,,24,11,13,41,19,22,,,,0,0,0,13,13,0,14,14,0,110,38,72,0,,85,0,85,58,0,58
02/02/2024 13:00,,,,40,14,26,49,14,35,,,,0,0,0,29,29,0,10,10,0,136,64,72,0,,98,1,97,69,0,69
02/02/2024 14:00,,,,31,11,20,38,12,26,,,,0,0,0,16,16,0,13,13,0,127,63,64,0,,83,0,83,83,0,83
02/02/2024 15:00,,,,23,6,17,36,11,25,,,,0,0,0,22,22,0,21,21,0,128,75,53,0,,57,0,57,62,0,62
02/02/2024 16:00,,,,37,16,21,52,18,34,,,,0,0,0,24,24,0,21,21,0,213,135,78,0,,88,0,88,92,0,92
02/02/2024 17:00,,,,55,16,39,94,26,68,,,,0,0,0,26,26,0,20,20,0,250,159,91,0,,95,0,95,138,0,138
02/02/2024 18:00,,,,30,7,23,50,14,36,,,,0,0,0,13,13,0,6,6,0,193,112,81,0,,111,1,110,128,0,128
02/02/2024 19:00,,,,15,3,12,33,10,23,,,,0,0,0,18,18,0,9,9,0,141,78,63,0,,95,0,95,92,0,92
02/02/2024 20:00,,,,6,2,4,17,8,9,,,,0,0,0,6,6,0,6,6,0,96,52,44,0,,90,1,89,58,1,57
02/02/2024 21:00,,,,4,2,2,10,5,5,,,,0,0,0,12,12,0,1,1,0,60,34,26,0,,65,0,65,48,0,48
02/02/2024 22:00,,,,8,5,3,11,1,10,,,,0,0,0,9,9,0,3,3,0,64,46,18,0,,45,0,45,49,2,47
02/02/2024 23:00,,,,2,1,1,11,1,10,,,,0,0,0,6,6,0,3,3,0,30,22,8,0,,29,0,29,41,1,40
03/02/2024 00:00,,,,3,1,2,4,1,3,,,,0,0,0,1,1,0,0,0,0,27,18,9,0,,19,0,19,25,0,25
03/02/2024 01:00,,,,6,2,4,4,1,3,,,,0,0,0,0,0,0,0,0,0,16,8,8,0,,2,0,2,9,0,9
03/02/2024 02:00,,,,1,0,1,1,0,1,,,,0,0,0,0,0,0,0,0,0,5,4,1,0,,6,0,6,22,0,22
03/02/2024 03:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,0,0,0,5,5,0,0,,4,0,4,11,0,11
03/02/2024 04:00,,,,0,0,0,2,1,1,,,,0,0,0,1,1,0,0,0,0,8,5,3,0,,1,0,1,6,0,6
03/02/2024 05:00,,,,1,0,1,2,1,1,,,,0,0,0,2,2,0,2,2,0,9,2,7,0,,3,0,3,2,0,2
03/02/2024 06:00,,,,8,5,3,7,4,3,,,,0,0,0,1,1,0,0,0,0,26,2,24,0,,9,0,9,6,0,6
03/02/2024 07:00,,,,10,4,6,20,9,11,,,,0,0,0,2,2,0,2,2,0,38,15,23,0,,8,0,8,8,0,8
03/02/2024 08:00,,,,35,17,18,44,15,29,,,,0,0,0,4,4,0,4,4,0,46,16,30,0,,17,0,17,12,0,12
03/02/2024 09:00,,,,71,30,41,102,39,63,,,,0,0,0,8,8,0,7,7,0,68,21,47,0,,55,0,55,19,0,19
03/02/2024 10:00,,,,79,29,50,90,32,58,,,,0,0,0,5,5,0,9,9,0,61,18,43,0,,49,0,49,20,1,19
03/02/2024 11:00,,,,98,47,51,100,50,50,,,,0,0,0,19,19,0,8,8,0,74,32,42,0,,60,0,60,50,0,50
03/02/2024 12:00,,,,79,40,39,104,62,42,,,,0,0,0,14,14,0,4,4,0,77,37,40,0,,73,2,71,47,0,47
03/02/2024 13:00,,,,48,23,25,69,34,35,,,,0,0,0,14,14,0,3,3,0,99,36,63,0,,76,1,75,62,1,61
03/02/2024 14:00,,,,58,33,25,98,50,48,,,,0,0,0,12,12,0,4,4,0,76,21,55,0,,73,1,72,57,0,57
03/02/2024 15:00,,,,82,41,41,93,49,44,,,,0,0,0,15,15,0,1,1,0,69,25,44,0,,83,0,83,38,0,38
03/02/2024 16:00,,,,45,24,21,72,33,39,,,,0,0,0,9,9,0,4,4,0,94,38,56,0,,53,1,52,54,1,53
03/02/2024 17:00,,,,29,11,18,56,26,30,,,,0,0,0,11,11,0,4,4,0,88,33,55,0,,65,0,65,78,1,77
03/02/2024 18:00,,,,15,10,5,29,15,14,,,,0,0,0,11,11,0,9,9,0,65,21,44,0,,66,1,65,62,0,62
03/02/2024 19:00,,,,6,0,6,23,10,13,,,,0,0,0,6,6,0,4,4,0,50,22,28,0,,82,0,82,67,1,66
03/02/2024 20:00,,,,2,2,0,12,5,7,,,,0,0,0,8,8,0,4,4,0,66,34,32,0,,56,0,56,60,0,60
03/02/2024 21:00,,,,1,1,0,8,5,3,,,,0,0,0,4,4,0,3,3,0,55,30,25,0,,56,0,56,40,0,40
03/02/2024 22:00,,,,3,0,3,6,1,5,,,,0,0,0,6,6,0,0,0,0,41,26,15,0,,45,0,45,40,0,40
03/02/2024 23:00,,,,5,3,2,3,1,2,,,,0,0,0,1,1,0,1,1,0,33,25,8,0,,16,0,16,25,1,24
04/02/2024 00:00,,,,5,2,3,9,3,6,,,,0,0,0,3,3,0,2,2,0,29,22,7,0,,18,0,18,29,0,29
04/02/2024 01:00,,,,0,0,0,0,0,0,,,,0,0,0,3,3,0,2,2,0,14,11,3,0,,0,0,0,7,0,7
04/02/2024 02:00,,,,3,2,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,15,7,8,0,,9,0,9,17,0,17
04/02/2024 03:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,1,0,13,11,2,0,,6,0,6,12,0,12
04/02/2024 04:00,,,,0,0,0,2,0,2,,,,0,0,0,0,0,0,1,1,0,11,8,3,0,,2,0,2,8,0,8
04/02/2024 05:00,,,,1,0,1,2,0,2,,,,0,0,0,1,1,0,1,1,0,6,3,3,0,,2,0,2,5,0,5
04/02/2024 06:00,,,,3,1,2,6,3,3,,,,0,0,0,0,0,0,0,0,0,14,4,10,0,,6,0,6,1,0,1
04/02/2024 07:00,,,,2,1,1,3,0,3,,,,0,0,0,2,2,0,2,2,0,32,13,19,0,,4,0,4,6,0,6
04/02/2024 08:00,,,,58,24,34,79,31,48,,,,0,0,0,4,4,0,3,3,0,29,6,23,0,,13,1,12,5,0,5
04/02/2024 09:00,,,,61,28,33,67,25,42,,,,0,0,0,8,8,0,11,11,0,48,15,33,0,,23,0,23,16,0,16
04/02/2024 10:00,,,,56,17,39,74,26,48,,,,0,0,0,12,12,0,8,8,0,51,15,36,0,,46,1,45,24,0,24
04/02/2024 11:00,,,,76,37,39,101,53,48,,,,0,0,0,15,15,0,13,13,0,61,28,33,0,,37,0,37,27,0,27
04/02/2024 12:00,,,,68,34,34,88,41,47,,,,0,0,0,12,12,0,14,14,0,62,27,35,0,,51,0,51,31,0,31
04/02/2024 13:00,,,,51,28,23,78,42,36,,,,0,0,0,6,6,0,10,10,0,76,28,48,0,,67,0,67,35,0,35
04/02/2024 14:00,,,,35,17,18,65,29,36,,,,0,0,0,4,4,0,10,10,0,94,35,59,0,,77,0,77,35,0,35
04/02/2024 15:00,,,,34,19,15,53,23,30,,,,0,0,0,6,6,0,7,7,0,71,28,43,0,,56,0,56,41,0,41
04/02/2024 16:00,,,,33,17,16,44,28,16,,,,0,0,0,12,12,0,6,6,0,71,27,44,0,,52,0,52,38,0,38
04/02/2024 17:00,,,,5,3,2,25,14,11,,,,0,0,0,8,8,0,4,4,0,64,39,25,0,,59,0,59,50,0,50
04/02/2024 18:00,,,,8,3,5,18,8,10,,,,0,0,0,13,13,0,4,4,0,88,44,44,0,,68,1,67,39,0,39
04/02/2024 19:00,,,,7,4,3,10,3,7,,,,0,0,0,8,8,0,5,5,0,71,42,29,0,,49,0,49,39,1,38
04/02/2024 20:00,,,,5,2,3,13,5,8,,,,0,0,0,2,2,0,3,3,0,54,31,23,0,,66,2,64,51,0,51
04/02/2024 21:00,,,,5,3,2,6,2,4,,,,0,0,0,9,9,0,8,8,0,48,28,20,0,,36,0,36,34,1,33
04/02/2024 22:00,,,,4,2,2,10,6,4,,,,0,0,0,3,3,0,2,2,0,39,22,17,0,,23,0,23,23,0,23
04/02/2024 23:00,,,,2,2,0,17,6,11,,,,0,0,0,3,3,0,2,2,0,21,11,10,0,,17,0,17,23,0,23
05/02/2024 00:00,,,,2,2,0,2,2,0,,,,0,0,0,1,1,0,0,0,0,13,10,3,0,,20,0,20,13,0,13
05/02/2024 01:00,,,,0,0,0,2,2,0,,,,0,0,0,0,0,0,0,0,0,13,11,2,0,,2,0,2,9,0,9
05/02/2024 02:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,4,1,3,0,,1,0,1,6,1,5
05/02/2024 03:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,7,6,1,0,,2,0,2,15,0,15
05/02/2024 04:00,,,,2,1,1,2,1,1,,,,0,0,0,0,0,0,1,1,0,5,3,2,0,,2,0,2,3,0,3
05/02/2024 05:00,,,,1,1,0,1,1,0,,,,0,0,0,1,1,0,1,1,0,8,2,6,0,,9,1,8,3,0,3
05/02/2024 06:00,,,,2,2,0,3,1,2,,,,0,0,0,4,4,0,1,1,0,21,4,17,0,,7,0,7,3,0,3
05/02/2024 07:00,,,,8,5,3,13,3,10,,,,0,0,0,2,2,0,1,1,0,33,12,21,0,,5,0,5,8,0,8
05/02/2024 08:00,,,,31,11,20,43,18,25,,,,0,0,0,5,5,0,7,7,0,43,9,34,0,,14,1,13,12,0,12
05/02/2024 09:00,,,,68,29,39,92,31,61,,,,0,0,0,8,8,0,7,7,0,36,9,27,0,,29,0,29,10,0,10
05/02/2024 10:00,,,,79,21,58,92,26,66,,,,0,0,0,14,14,0,15,15,0,38,12,26,0,,31,0,31,14,0,14
05/02/2024 11:00,,,,67,34,33,97,47,50,,,,0,0,0,4,4,0,9,9,0,57,24,33,0,,49,0,49,34,0,34
05/02/2024 12:00,,,,74,43,31,90,52,38,,,,0,0,0,12,12,0,12,12,0,66,30,36,0,,39,0,39,31,0,31
05/02/2024 13:00,,,,53,19,34,69,29,40,,,,0,0,0,12,12,0,15,15,0,71,25,46,0,,56,0,56,44,0,44
05/02/2024 14:00,,,,41,15,26,51,20,31,,,,0,0,0,10,10,0,7,7,0,78,37,41,0,,55,1,54,54,0,54
05/02/2024 15:00,,,,56,31,25,55,27,28,,,,0,0,0,15,15,0,10,10,0,56,33,23,0,,47,0,47,50,0,50
05/02/2024 16:00,,,,26,14,12,44,26,18,,,,0,0,0,12,12,0,10,10,0,75,34,41,0,,47,0,47,53,0,53
05/02/2024 17:00,,,,19,9,10,23,11,12,,,,0,0,0,9,9,0,6,6,0,86,41,45,0,,56,1,55,65,0,65
05/02/2024 18:00,,,,11,5,6,24,10,14,,,,0,0,0,11,11,0,11,11,0,67,39,28,0,,35,0,35,78,0,78
05/02/2024 19:00,,,,8,4,4,16,9,7,,,,0,0,0,13,13,0,4,4,0,69,38,31,0,,65,1,64,77,0,77
05/02/2024 20:00,,,,9,0,9,15,4,11,,,,0,0,0,9,9,0,2,2,0,50,27,23,0,,45,1,44,70,1,69
05/02/2024 21:00,,,,2,1,1,9,3,6,,,,0,0,0,5,5,0,4,4,0,51,35,16,0,,48,0,48,47,1,46
05/02/2024 22:00,,,,3,1,2,6,4,2,,,,0,0,0,5,5,0,5,5,0,32,25,7,0,,26,0,26,41,0,41
05/02/2024 23:00,,,,1,1,0,3,0,3,,,,0,0,0,3,3,0,1,1,0,12,8,4,0,,11,0,11,16,0,16
06/02/2024 00:00,,,,2,2,0,4,3,1,,,,0,0,0,2,2,0,0,0,0,11,9,2,0,,5,0,5,7,0,7
06/02/2024 01:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,3,2,1,0,,0,0,0,0,0,0
06/02/2024 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,,3,0,3,2,0,2
06/02/2024 03:00,,,,1,1,0,1,0,1,,,,0,0,0,1,1,0,0,0,0,3,3,0,0,,0,0,0,1,0,1
06/02/2024 04:00,,,,0,0,0,3,2,1,,,,0,0,0,0,0,0,1,1,0,6,1,5,0,,0,0,0,1,0,1
06/02/2024 05:00,,,,3,3,0,3,2,1,,,,0,0,0,2,2,0,4,4,0,25,3,22,0,,8,0,8,4,0,4
06/02/2024 06:00,,,,12,9,3,16,12,4,,,,0,0,0,5,5,0,3,3,0,93,22,71,0,,26,0,26,11,0,11
06/02/2024 07:00,,,,28,26,2,44,38,6,,,,0,0,0,10,10,0,20,20,0,239,43,196,0,,63,0,63,25,0,25
06/02/2024 08:00,,,,39,32,7,69,61,8,,,,0,0,0,43,43,0,59,59,0,499,60,439,0,,182,2,180,47,1,46
06/02/2024 09:00,,,,12,7,5,26,19,7,,,,0,0,0,12,12,0,5,5,0,162,25,137,0,,93,0,93,29,0,29
06/02/2024 10:00,,,,2,0,2,8,2,6,,,,0,0,0,7,7,0,1,1,0,57,16,41,0,,30,2,28,13,0,13
06/02/2024 11:00,,,,2,2,0,5,3,2,,,,0,0,0,10,10,0,2,2,0,41,17,24,0,,21,0,21,17,0,17
06/02/2024 12:00,,,,8,4,4,17,8,9,,,,0,0,0,8,8,0,0,0,0,61,27,34,0,,26,0,26,23,0,23
06/02/2024 13:00,,,,14,3,11,25,7,18,,,,0,0,0,11,11,0,3,3,0,98,46,52,0,,50,0,50,47,0,47
06/02/2024 14:00,,,,15,8,7,17,5,12,,,,0,0,0,11,11,0,1,1,0,78,39,39,0,,59,0,59,53,0,53
06/02/2024 15:00,,,,20,8,12,39,12,27,,,,0,0,0,25,25,0,11,11,0,118,71,47,0,,46,1,45,25,0,25
06/02/2024 16:00,,,,32,6,26,43,7,36,,,,0,0,0,20,20,0,22,22,0,183,123,60,0,,67,0,67,88,0,88
06/02/2024 17:00,,,,53,9,44,100,15,85,,,,0,0,0,28,28,0,23,23,0,367,266,101,0,,105,1,104,190,0,190
06/02/2024 18:00,,,,38,7,31,72,11,61,,,,0,0,0,19,19,0,9,9,0,285,195,90,0,,82,0,82,140,0,140
06/02/2024 19:00,,,,33,9,24,45,11,34,,,,0,0,0,12,12,0,3,3,0,155,88,67,0,,78,1,77,92,1,91
06/02/2024 20:00,,,,11,3,8,25,6,19,,,,0,0,0,13,13,0,2,2,0,88,55,33,0,,60,1,59,54,0,54
06/02/2024 21:00,,,,10,2,8,18,2,16,,,,0,0,0,3,3,0,1,1,0,107,79,28,0,,42,0,42,54,0,54
06/02/2024 22:00,,,,3,1,2,7,1,6,,,,0,0,0,4,4,0,1,1,0,48,35,13,0,,29,1,28,41,0,41
06/02/2024 23:00,,,,1,0,1,2,0,2,,,,0,0,0,1,1,0,1,1,0,24,17,7,0,,12,0,12,20,1,19
07/02/2024 00:00,,,,1,1,0,3,2,1,,,,0,0,0,0,0,0,0,0,0,5,3,2,0,,7,0,7,7,0,7
07/02/2024 01:00,,,,1,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,7,5,2,0,,1,0,1,2,0,2
07/02/2024 02:00,,,,1,1,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,,3,0,3,1,0,1
07/02/2024 03:00,,,,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,,1,0,1,2,0,2
07/02/2024 04:00,,,,0,0,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,7,1,6,0,,1,0,1,2,0,2
07/02/2024 05:00,,,,7,6,1,8,5,3,,,,0,0,0,1,1,0,1,1,0,31,2,29,0,,8,0,8,2,0,2
07/02/2024 06:00,,,,19,14,5,26,16,10,,,,0,0,0,7,7,0,3,3,0,101,20,81,0,,26,0,26,11,0,11
07/02/2024 07:00,,,,54,48,6,73,61,12,,,,0,0,0,20,20,0,18,18,0,301,47,254,0,,76,1,75,27,0,27
07/02/2024 08:00,,,,90,75,15,141,126,15,,,,0,0,0,50,50,0,75,75,0,671,87,584,0,,234,0,234,53,0,53
07/02/2024 09:00,,,,26,20,6,52,35,17,,,,0,0,0,20,20,0,15,15,0,255,41,214,0,,159,1,158,31,0,31
07/02/2024 10:00,,,,55,25,30,53,23,30,,,,0,0,0,16,16,0,7,7,0,95,22,73,0,,60,0,60,25,1,24
07/02/2024 11:00,,,,57,26,31,84,42,42,,,,0,0,0,17,17,0,14,14,0,90,31,59,0,,57,0,57,28,0,28
07/02/2024 12:00,,,,66,34,32,83,42,41,,,,0,0,0,17,17,0,11,11,0,120,39,81,0,,55,1,54,64,0,64
07/02/2024 13:00,,,,61,29,32,84,38,46,,,,0,0,0,26,26,0,18,18,0,142,79,63,0,,72,1,71,78,1,77
07/02/2024 14:00,,,,51,24,27,66,28,38,,,,0,0,0,15,15,0,11,11,0,116,61,55,0,,68,0,68,61,0,61
07/02/2024 15:00,,,,51,23,28,73,35,38,,,,0,0,0,41,41,0,19,19,0,136,80,56,0,,63,0,63,67,0,67
07/02/2024 16:00,,,,57,20,37,73,30,43,,,,0,0,0,34,34,0,25,25,0,213,141,72,0,,73,1,72,82,0,82
07/02/2024 17:00,,,,80,17,63,124,19,105,,,,0,0,0,26,26,0,26,26,0,443,328,115,0,,94,1,93,201,0,201
07/02/2024 18:00,,,,82,17,65,109,21,88,,,,0,0,0,35,35,0,19,19,0,337,252,85,0,,97,1,96,204,0,204
07/02/2024 19:00,,,,48,10,38,63,13,50,,,,0,0,0,16,16,0,7,7,0,189,121,68,0,,82,2,80,112,0,112
07/02/2024 20:00,,,,25,13,12,34,11,23,,,,0,0,0,11,11,0,7,7,0,121,72,49,0,,65,0,65,104,0,104
07/02/2024 21:00,,,,5,1,4,13,2,11,,,,0,0,0,9,9,0,8,8,0,75,52,23,0,,49,1,48,77,1,76
07/02/2024 22:00,,,,11,5,6,16,4,12,,,,0,0,0,6,6,0,5,5,0,56,39,17,0,,33,0,33,30,0,30
07/02/2024 23:00,,,,1,0,1,3,2,1,,,,0,0,0,4,4,0,2,2,0,26,23,3,0,,16,0,16,32,0,32
08/02/2024 00:00,,,,0,0,0,0,0,0,,,,0,0,0,1,1,0,1,1,0,14,10,4,0,,6,1,5,15,1,14
08/02/2024 01:00,,,,1,1,0,2,0,2,,,,0,0,0,1,1,0,1,1,0,3,3,0,0,,0,0,0,5,0,5
08/02/2024 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,2,0,0,,6,1,5,6,0,6
08/02/2024 03:00,,,,1,1,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,4,3,1,0,,1,0,1,3,0,3
08/02/2024 04:00,,,,0,0,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,4,0,4,0,,0,0,0,2,0,2
08/02/2024 05:00,,,,2,2,0,2,1,1,,,,0,0,0,2,2,0,1,1,0,26,5,21,0,,8,0,8,3,0,3
08/02/2024 06:00,,,,7,7,0,11,10,1,,,,0,0,0,5,5,0,2,2,0,77,18,59,0,,17,0,17,9,0,9
08/02/2024 07:00,,,,21,20,1,39,35,4,,,,0,0,0,11,11,0,8,8,0,196,44,152,0,,41,0,41,25,1,24
08/02/2024 08:00,,,,26,23,3,50,45,5,,,,0,0,0,26,26,0,30,30,0,349,52,297,0,,119,0,119,22,0,22
08/02/2024 09:00,,,,6,3,3,9,7,2,,,,0,0,0,14,14,0,1,1,0,153,26,127,0,,79,0,79,12,0,12
08/02/2024 10:00,,,,9,6,3,9,6,3,,,,0,0,0,6,6,0,0,0,0,64,17,47,0,,24,0,24,11,0,11
08/02/2024 11:00,,,,6,3,3,7,4,3,,,,0,0,0,9,9,0,2,2,0,40,10,30,0,,29,0,29,10,0,10
08/02/2024 12:00,,,,5,2,3,11,7,4,,,,0,0,0,7,7,0,3,3,0,77,25,52,0,,29,1,28,19,0,19
08/02/2024 13:00,,,,7,3,4,10,5,5,,,,0,0,0,7,7,0,4,4,0,83,45,38,0,,58,0,58,37,0,37
08/02/2024 14:00,,,,6,3,3,10,5,5,,,,0,0,0,5,5,0,13,13,0,84,42,42,0,,40,0,40,46,0,46
08/02/2024 15:00,,,,9,2,7,15,5,10,,,,0,0,0,19,19,0,10,10,0,95,41,54,0,,39,0,39,36,0,36
08/02/2024 16:00,,,,12,2,10,23,2,21,,,,0,0,0,13,13,0,14,14,0,167,111,56,0,,41,1,40,62,0,62
08/02/2024 17:00,,,,21,5,16,38,4,34,,,,0,0,0,18,18,0,13,13,0,251,165,86,0,,58,1,57,138,0,138
08/02/2024 18:00,,,,25,6,19,47,9,38,,,,0,0,0,20,20,0,12,12,0,247,160,87,0,,75,0,75,113,0,113
08/02/2024 19:00,,,,10,2,8,21,7,14,,,,0,0,0,3,3,0,10,10,0,134,90,44,0,,62,0,62,70,0,70
08/02/2024 20:00,,,,10,2,8,13,4,9,,,,0,0,0,8,8,0,5,5,0,77,49,28,0,,54,1,53,51,0,51
08/02/2024 21:00,,,,2,0,2,8,1,7,,,,0,0,0,10,10,0,2,2,0,57,38,19,0,,32,0,32,45,0,45
08/02/2024 22:00,,,,4,0,4,8,2,6,,,,0,0,0,5,5,0,1,1,0,45,33,12,0,,21,0,21,25,1,24
08/02/2024 23:00,,,,1,1,0,6,0,6,,,,0,0,0,3,3,0,2,2,0,21,16,5,0,,14,0,14,13,0,13
09/02/2024 00:00,,,,1,0,1,1,0,1,,,,0,0,0,0,0,0,1,1,0,14,10,4,0,,3,0,3,20,0,20
09/02/2024 01:00,,,,1,1,0,0,0,0,,,,0,0,0,1,1,0,1,1,0,4,4,0,0,,0,0,0,2,0,2
09/02/2024 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,6,4,2,0,,1,0,1,6,0,6
09/02/2024 03:00,,,,1,1,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,4,2,2,0,,3,0,3,4,0,4
09/02/2024 04:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,8,1,7,0,,1,0,1,2,0,2
09/02/2024 05:00,,,,4,3,1,3,2,1,,,,0,0,0,1,1,0,2,2,0,16,2,14,0,,8,0,8,0,0,0
09/02/2024 06:00,,,,7,7,0,11,8,3,,,,0,0,0,6,6,0,2,2,0,95,17,78,0,,20,0,20,14,0,14
09/02/2024 07:00,,,,34,27,7,50,38,12,,,,0,0,0,12,12,0,13,13,0,197,45,152,0,,60,1,59,28,0,28
09/02/2024 08:00,,,,34,30,4,66,54,12,,,,0,0,0,40,40,0,55,55,0,336,46,290,0,,136,0,136,41,1,40
09/02/2024 09:00,,,,22,14,8,43,27,16,,,,0,0,0,10,10,0,12,12,0,149,27,122,0,,106,1,105,35,1,34
09/02/2024 10:00,,,,23,13,10,30,16,14,,,,0,0,0,9,9,0,11,11,0,69,19,50,0,,44,0,44,13,0,13
09/02/2024 11:00,,,,20,13,7,38,20,18,,,,0,0,0,7,7,0,11,11,0,72,15,57,0,,66,0,66,14,0,14
09/02/2024 12:00,,,,28,19,9,32,20,12,,,,0,0,0,15,15,0,8,8,0,89,34,55,0,,63,1,62,50,0,50
09/02/2024 13:00,,,,12,3,9,33,15,18,,,,0,0,0,26,26,0,16,16,0,109,54,55,0,,82,0,82,60,0,60
